姓名,城市,科室,职称,主执业医院,出诊医院,专业特长,挂号费,出诊时间,信息来源网址
宛晶晶,北京市,中医科,副主任医师,,北京怡德医院,中医科副主任医师，原武警总队第三医院胡希恕名家研究室医生，毕业于陕西中医药大学中医内科学，硕士学位。 擅长中西医结合，针药并用诊治高血压、冠心病、脑卒中等心脑血管疾病；糖尿病、甲状腺疾病、更年期综合征、肥胖、高尿酸血症等内分泌代谢性疾病；抑郁、焦虑、失眠、便秘、消化不良、咳嗽、胃脘痛、眩晕常见病的治疗；月经不调、痛经、盆腔炎、乳腺增生/结节等妇科疾病；对肿瘤术后身体恢复、放化疗后毒副作用减轻进行整体调节；并且对慢性疾病健康管理有深入研究。,¥300,周二、周三、周四、周五、周六 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1768887611001650
周高俊,北京市,小儿呼吸科,主任医师,,北京新世纪荣和门诊部,北京儿童医院妇儿中心、顺义区妇幼保健院原儿科主任、过敏反应科主任。 1985年毕业于山西医科大学儿科系，从事儿科临床、教学、科研工作36年。 亚太地区儿童风湿过敏专业委员会委员； 中国医师协会呼吸医师分会儿科呼吸工作组成员； 北京医学会儿科分会委员； 北京医学会儿科分会呼吸学组委员； 北京医学会过敏（变态）反应学会委员； 京津冀儿童哮喘协作组委员； 北京市儿童哮喘协作组委员； 北京郊区儿童哮喘协作组组长；主要从事儿童呼吸系统、变态反应疾病及生长发育方面的临床及研究工作，针对儿童过敏性疾病、儿童哮喘、过敏性鼻炎、慢性咳嗽、反复呼吸道感染、食物过敏、慢性腹泻、营养不良、矮小及小儿遗尿症等疾病的诊断,¥900,周二、周四、周五、周日 (上午 09:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1560324090840672
刘医生,北京市,眼科,主治医师,,北京新世纪荣和门诊部,毕业于首都医科大学附属北京同仁医院。 在北京同仁医院眼科临床工作6年，现具有近10年眼科临床工作经验，对各种常见眼部疾病，特别是干眼症、角膜及眼表疾病、泪道疾病、白内障、青光眼及各种外眼疾病的诊断和治疗，以及青少年近视防控，有较为深入的理解和掌握。 所擅长的手术包括:眼睑，睑缘，结膜及眼周肿物（包括霰粒肿，麦粒肿，色素痣）显微切除及修复手术，眼睑内、外翻，倒睫，睫毛乱生，翼状胬肉，成人眼睑皮肤松弛，老年性眶脂肪脱垂，老年性上睑下垂，成人义眼台植入等。对儿童的斜、弱视、青少年近视防控、角膜屈光手术方案等也有丰富的经验。,¥700,周六、周日 (上午 08:00-12:00，下午 13:00-18:00),https://m.doctorpanda.com/doctor/1681716480955502
杨洁,北京市,眼科,主治医师,,北京新世纪荣和门诊部,眼科博士。 原就职于北京同仁医院验光配镜中心。 美国AAO会员，国际卫健委视光人才库成员。 擅长青少年近视防控，角膜塑形镜验配方面有丰富的经验。 擅长干眼症、角膜病及眼表疾病的治疗 擅长白内障，眼底病等眼科疾病诊疗。白内障，翼状胬肉，眼底激光，玻璃体手术，眼睑内翻，玻璃体腔注射药物等。,¥700,周日 (上午 09:00-12:00，下午 13:00-18:00),https://m.doctorpanda.com/doctor/1719887014473417
张宏伟,北京市,眼科,主治医师,,北京新世纪荣和门诊部,中国医科大学硕士学位。 国际近视防控与角膜塑形学会亚洲分会IAOA会员。 参加北京市区级医院骨干培训项目。于北京大学人民医院进修学习一年，并积累了丰富的临床经验。 熟练掌握常见眼科疾病的诊治。尤其擅长眼视光学，青少年近视防控，角膜塑形镜验配及小儿斜弱视诊治。,¥700,周三 (上午 09:00-12:00，下午 13:00-18:00),https://m.doctorpanda.com/doctor/1724286899746270
荣在丽,北京市,皮肤科,副主任医师,,北京新世纪荣和门诊部,在北京三甲医院及私立医院工作20余年。皮肤科常见病、多发病的诊治；擅长婴儿湿疹、尿布皮炎、特异性皮炎、虫咬皮炎、接触性皮炎、过敏性紫癜、荨麻疹、血管瘤、传染性软疣、寻常疣、带状疱疹、甲沟炎、痤疮、头癣、手足癣、甲癣、及银屑病、白癜风、红斑狼疮、天疱疮类天疱疮、老年疣、黄褐斑等多种成人及儿童皮肤科疾病。,¥700,周一、周三、周五、周六、周日 (上午 09:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1581499642210953
赵木兰,北京市,儿科,主任医师,,北京新世纪荣和门诊部,毕业于中国医科大学儿科系，学士学位。 从事儿科临床工作30余年。 2013年1月至今在北京新世纪医疗出专家门诊。 在儿科急诊急救，新生儿学科专业技术精湛， 擅长儿科呼吸，消化等常见病，多发病诊治，慢性咳嗽，哮喘及变态反应性疾病的诊治。儿童生长发育营养，保健指导。,¥700,周一、周日 (上午 09:00-12:00，下午 13:00-19:00),https://m.doctorpanda.com/doctor/1544597755095474
刘鑫,北京市,耳鼻喉科,主治医师,,北京新世纪荣和门诊部,毕业于北京大学医学部耳鼻咽喉-头颈外科专业，硕士研究生，北大医院及北京同仁医院多年学习及工作经历北京大学医学部硕士研究生毕业，北京大学第一医院，北京同仁医院完成耳鼻咽喉头颈外科学习工作经历。擅长儿童及成人耳鼻喉常见疾病的诊断及治疗，如过敏性鼻炎，鼻-鼻窦炎，中耳炎，鼾症，腺样体肥大，急、慢性扁桃体炎等。,¥700,上午 09:00-12:00，下午 13:00-17:00,https://m.doctorpanda.com/doctor/1532586083265307
王晶,北京市,口腔科,副主任医师,,北京新世纪荣和门诊部,日本新泻大学齿科学，博士学位； 中国医科大学口腔系毕业，学士学位； 临床研究员，英国邓迪大学牙科学院； 博士后研究员&讲师，日本大学松户齿学部； 中国医科大学口腔医院工作10余年从事； 儿童牙科及口腔预防医生工作近40年。 擅长：1、窝沟封闭，氟保护漆等龋病预防；2、龋病，牙髓病及根尖周病等儿童口腔常见病；3、外伤的应急处置和治疗；4、乳牙拔除；5、口腔健康指导和宣教 。,¥300,周三、周六 (上午 09:00-12:00，下午 13:00-18:00),https://m.doctorpanda.com/doctor/1479883110860382
王莎,北京市,中医科,主治医师,,北京新世纪荣和门诊部,北京中医药大学中医临床硕士 擅长儿童推拿，对儿童常见病：感冒﹑发热﹑咳嗽﹑鼻炎﹑消化不良﹑厌食﹑腹泻﹑便秘等，通过小儿推拿及中药外治手法治疗。 擅长成人失眠﹑胃痛﹑腹泻﹑便秘﹑自汗﹑焦虑﹑烦躁等；痛经﹑月经失调﹑更年期综合症等；颈椎病﹑腰椎病﹑肩周炎﹑头痛等疾病的中医诊疗。通过：中药、针灸、拔罐、推拿等方法治疗。,¥500,周六、周日 (上午 09:00-12:00，下午 13:00-18:00),https://m.doctorpanda.com/doctor/1764753949172764
张勇,北京市,预防保健科,副主任医师,,北京新世纪荣和门诊部,毕业于郑州大学医疗系 在中日医院从事儿童保健工作三十年拥有三十余年知名三甲医院儿童保健工作经验。熟悉国内外疫苗的接种流程，对婴幼儿喂养，体弱儿管理，疾病预防以及0-3岁儿童早教等儿童生长发育、营养保健工作拥有丰富的临床经验。擅长婴幼儿喂养，体弱儿管理，疾病预防；0-3岁儿童早教等儿童生长发育、营养保健工作；出诊国际医疗部预防接种门诊15年，熟悉国内外疫苗的接种；工作中开展了儿童气质测评，应用DDST量表，0-6岁儿童心理量表、GESELL量表进行儿童心理发育及智力评价工作。,¥500,上午 09:00-12:00，下午 13:00-17:00，夜间 17:00-18:00,https://m.doctorpanda.com/doctor/1578125718440765
何树新,北京市,儿科,主任医师,,北京新世纪荣和门诊部,首都医科大学附属北京地坛医院工作30余年 毕业于山西医科大学，一直从事儿科医疗工作，积累了丰富的临床实验经验。擅长儿科呼吸系统、消化系统、新生儿等常见病多发病的诊断治疗。尤其擅长儿童传染性疾病，如手足口病、麻疹、水痘、猩红热、百日咳、肝炎、梅毒等的诊断与治疗。可抢救儿科常见急诊，如高热惊厥、食物中毒等、癫痫、心力衰竭、呼吸衰竭等。,¥700,周二 (上午 09:00-12:00，下午 13:00-19:00),https://m.doctorpanda.com/doctor/1647483746711403
李援越,北京市,儿科,副主任医师,,北京新世纪荣和门诊部,擅长小儿胸闷气短的鉴别诊断及中西医结合治疗，小儿心律失常心肌炎川崎病诊治，先天性心脏病的筛查及小儿心电图分析应用。应用中西医结合、整体医疗、健康营养等进行健康管理。  对儿科呼吸、循环、消化、营养发育等系统常见病、多发病的诊治积累了丰富的临床经验。,¥700,周六 (上午 09:00-12:00，下午 13:00-19:00),https://m.doctorpanda.com/doctor/1684283744260832
张轶勋,北京市,预防保健科,主任医师,,北京新世纪荣和门诊部,退休前就职于朝阳区妇幼保健院儿童保健中心，主任医师，二级心理咨询师。 从事儿科临床及儿童保健工作40年， 曾任朝阳区妇幼保健院儿童早期发展服务中心主任，主持儿童保健服务。 擅长在儿童预防保健和健康管理，儿童生长发育监测及发育迟缓儿童的早期干预，儿童神经心理行为发育评估及发育迟缓干预指导，儿童营养与喂养及日常养育照护指导和饮食行为问题干预，儿童早期综合发育促进等方面积累了较丰富的临床经验。,¥500,周三、周六 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1686275889243165
仵淑旗,北京市,儿科,副主任医师,,北京新世纪荣和门诊部,毕业于首都医科大学医疗系。从事儿科临床工作30多年。 在北京新世纪医疗下的多家医院工作。 擅长儿科呼吸、消化系统等常见病得诊断治疗以及新生儿疾病诊治。,¥700,上午 09:00-12:00，下午 13:00-19:00,https://m.doctorpanda.com/doctor/1571900358928534
任霞,北京市,预防保健科,副主任医师,,北京新世纪荣和门诊部,北京大学医学部学士学位 中国科学院心理研究所在职研究生 进修儿童发展与教育心理学专业   从事儿科临床及保健工作近二十年 儿童营养发育、儿童神经心理发育评估，儿童常见病处理，高危儿童干预及指导，儿童发育行为问题指导，儿童计划免疫接种指导等,¥500,周日 (上午 09:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1595907126731405
熊慧娟,北京市,预防保健科,主任医师,,北京新世纪荣和门诊部,儿童保健 主任医师， 从事儿科临床及儿童保健工作30年。 中国优生科学协会理事， 中国优生科学协会小儿营养专业委员会委员， 中国医药教育协会母婴健康管理专业委员会委员， 擅长高危儿管理，婴幼儿喂养，小儿生长发育，计划免疫，儿童早期发展及儿童常见疾病的防治。,¥500,周三 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1544598229285665
刘晓翠,北京市,口腔科,主治医师,,北京新世纪荣和门诊部,河北医科大学  中华口腔医学会会员 中华口腔医学会儿童医学会会员 义获嘉美学修复认证医师 ETA儿童早矫认证医师 1、窝沟封闭，氟保护漆等龋病预防；2、龋病，牙髓病，根尖周病等儿童及成人口腔常见病；3、口腔外伤的应急处置和治疗；4、乳牙拔除；5、口腔健康指导和宣教 。,¥300,上午 09:00-12:00，下午 13:00-18:00,https://m.doctorpanda.com/doctor/1767089107360346
王小平,北京市,预防保健科,主治医师,,北京新世纪荣和门诊部,曾就职于西城妇幼保健院。 曾从事儿科临床及儿童保健工作30年。 擅长高危儿管理、婴幼儿喂养、小儿生长发育、计划免疫、儿童早期发展及儿童常见疾病的防治。,¥500,周六 (上午 09:00-12:00，下午 13:00-18:00),https://m.doctorpanda.com/doctor/1693383195588965
